pH,N,P,K,Crop,Report
4.2,55,29,60,Blackgram,"**Soil Deficiency**: pH is 4.2 (optimal 6.0-7.5, too acidic), N is 55 (optimal 50-70, adequate), P is 29 (optimal 25-45, adequate), K is 60 (optimal 30-50, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
7.2,68,37,48,Coconut,"**Soil Deficiency**: pH is 7.2 (optimal 5.5-7.5, suitable), N is 68 (optimal 80-100, low), P is 37 (optimal 40-60, low), K is 48 (optimal 35-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply superphosphate (20 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
6.5,73,37,67,Cardamom,"**Soil Deficiency**: pH is 6.5 (optimal 5.5-6.5, suitable), N is 73 (optimal 70-90, adequate), P is 37 (optimal 25-45, adequate), K is 67 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications. **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
7.8,94,25,63,Pepper,"**Soil Deficiency**: pH is 7.8 (optimal 5.5-6.5, too alkaline), N is 94 (optimal 60-80, high), P is 25 (optimal 30-50, low), K is 63 (optimal 45-65, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply superphosphate (20 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
4.5,83,40,54,Pepper,"**Soil Deficiency**: pH is 4.5 (optimal 5.5-6.5, too acidic), N is 83 (optimal 60-80, high), P is 40 (optimal 30-50, adequate), K is 54 (optimal 45-65, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
6.2,69,51,35,Blackgram,"**Soil Deficiency**: pH is 6.2 (optimal 6.0-7.5, suitable), N is 69 (optimal 50-70, adequate), P is 51 (optimal 25-45, high), K is 35 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications. **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
4.7,73,45,39,Groundnut,"**Soil Deficiency**: pH is 4.7 (optimal 6.0-7.0, too acidic), N is 73 (optimal 60-80, adequate), P is 45 (optimal 20-40, high), K is 39 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy soil, suitable for Groundnut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Inoculate with Rhizobium; rotate with Paddy."
6.7,40,39,35,Blackgram,"**Soil Deficiency**: pH is 6.7 (optimal 6.0-7.5, suitable), N is 40 (optimal 50-70, low), P is 39 (optimal 25-45, adequate), K is 35 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
5.2,92,45,48,Coconut,"**Soil Deficiency**: pH is 5.2 (optimal 5.5-7.5, too acidic), N is 92 (optimal 80-100, adequate), P is 45 (optimal 40-60, adequate), K is 48 (optimal 35-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
6.5,98,42,36,Cardamom,"**Soil Deficiency**: pH is 6.5 (optimal 5.5-6.5, suitable), N is 98 (optimal 70-90, high), P is 42 (optimal 25-45, adequate), K is 36 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
7.8,59,25,59,Blackgram,"**Soil Deficiency**: pH is 7.8 (optimal 6.0-7.5, too alkaline), N is 59 (optimal 50-70, adequate), P is 25 (optimal 25-45, adequate), K is 59 (optimal 30-50, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
5.9,106,44,40,Cashew,"**Soil Deficiency**: pH is 5.9 (optimal 5.5-6.5, suitable), N is 106 (optimal 70-90, high), P is 44 (optimal 20-40, high), K is 40 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications. **Soil Type Context**: Sandy soil, suitable for Cashew. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Prune older branches; apply wood ash (2 kg/tree)."
7.7,121,65,60,Ginger,"**Soil Deficiency**: pH is 7.7 (optimal 6.0-7.0, too alkaline), N is 121 (optimal 90-110, high), P is 65 (optimal 40-60, high), K is 60 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
7.4,95,48,37,Cashew,"**Soil Deficiency**: pH is 7.4 (optimal 5.5-6.5, too alkaline), N is 95 (optimal 70-90, high), P is 48 (optimal 20-40, high), K is 37 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Cashew. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Prune older branches; apply wood ash (2 kg/tree)."
5.0,140,23,42,Coffee,"**Soil Deficiency**: pH is 5.0 (optimal 5.0-6.5, suitable), N is 140 (optimal 100-130, high), P is 23 (optimal 20-40, adequate), K is 42 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha). **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
5.0,118,49,28,Coconut,"**Soil Deficiency**: pH is 5.0 (optimal 5.5-7.5, too acidic), N is 118 (optimal 80-100, high), P is 49 (optimal 40-60, adequate), K is 28 (optimal 35-50, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
7.9,91,37,31,Groundnut,"**Soil Deficiency**: pH is 7.9 (optimal 6.0-7.0, too alkaline), N is 91 (optimal 60-80, high), P is 37 (optimal 20-40, adequate), K is 31 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Groundnut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Inoculate with Rhizobium; rotate with Paddy."
6.6,65,46,62,Cardamom,"**Soil Deficiency**: pH is 6.6 (optimal 5.5-6.5, too alkaline), N is 65 (optimal 70-90, low), P is 46 (optimal 25-45, high), K is 62 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce P applications.; reduce K applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
7.6,122,46,33,Arecanut,"**Soil Deficiency**: pH is 7.6 (optimal 5.5-7.0, too alkaline), N is 122 (optimal 85-105, high), P is 46 (optimal 35-55, adequate), K is 33 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
4.8,114,40,79,Ginger,"**Soil Deficiency**: pH is 4.8 (optimal 6.0-7.0, too acidic), N is 114 (optimal 90-110, high), P is 40 (optimal 40-60, adequate), K is 79 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
5.1,69,41,68,Pepper,"**Soil Deficiency**: pH is 5.1 (optimal 5.5-6.5, too acidic), N is 69 (optimal 60-80, adequate), P is 41 (optimal 30-50, adequate), K is 68 (optimal 45-65, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
7.4,88,20,32,Cardamom,"**Soil Deficiency**: pH is 7.4 (optimal 5.5-6.5, too alkaline), N is 88 (optimal 70-90, adequate), P is 20 (optimal 25-45, low), K is 32 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; apply superphosphate (20 kg/ha).; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
5.9,88,43,50,Tea,"**Soil Deficiency**: pH is 5.9 (optimal 4.5-6.0, suitable), N is 88 (optimal 100-130, low), P is 43 (optimal 20-40, high), K is 50 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce P applications. **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
6.6,89,22,48,Cashew,"**Soil Deficiency**: pH is 6.6 (optimal 5.5-6.5, too alkaline), N is 89 (optimal 70-90, adequate), P is 22 (optimal 20-40, adequate), K is 48 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Cashew. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Prune older branches; apply wood ash (2 kg/tree)."
7.3,119,21,77,Tea,"**Soil Deficiency**: pH is 7.3 (optimal 4.5-6.0, too alkaline), N is 119 (optimal 100-130, adequate), P is 21 (optimal 20-40, adequate), K is 77 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
7.4,135,26,45,Tea,"**Soil Deficiency**: pH is 7.4 (optimal 4.5-6.0, too alkaline), N is 135 (optimal 100-130, high), P is 26 (optimal 20-40, adequate), K is 45 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
5.2,114,47,46,Coffee,"**Soil Deficiency**: pH is 5.2 (optimal 5.0-6.5, suitable), N is 114 (optimal 100-130, adequate), P is 47 (optimal 20-40, high), K is 46 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply potash (15 kg/ha). **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
4.2,117,46,60,Ginger,"**Soil Deficiency**: pH is 4.2 (optimal 6.0-7.0, too acidic), N is 117 (optimal 90-110, high), P is 46 (optimal 40-60, adequate), K is 60 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
6.3,83,45,52,Arecanut,"**Soil Deficiency**: pH is 6.3 (optimal 5.5-7.0, suitable), N is 83 (optimal 85-105, low), P is 45 (optimal 35-55, adequate), K is 52 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
4.1,59,40,68,Pepper,"**Soil Deficiency**: pH is 4.1 (optimal 5.5-6.5, too acidic), N is 59 (optimal 60-80, low), P is 40 (optimal 30-50, adequate), K is 68 (optimal 45-65, high). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
5.0,107,25,50,Cocoa,"**Soil Deficiency**: pH is 5.0 (optimal 6.0-7.0, too acidic), N is 107 (optimal 90-120, adequate), P is 25 (optimal 30-50, low), K is 50 (optimal 60-80, low). **Fertilizer Suggestion**: Maintain current levels; apply superphosphate (20 kg/ha).; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Red soil, suitable for Cocoa. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Plant shade trees; add compost (5 tons/ha)."
4.9,78,37,24,Paddy,"**Soil Deficiency**: pH is 4.9 (optimal 5.5-7.0, too acidic), N is 78 (optimal 70-90, adequate), P is 37 (optimal 30-50, adequate), K is 24 (optimal 30-50, low). **Fertilizer Suggestion**: Maintain current levels; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Clay/Loam soil, suitable for Paddy. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Level fields; use neem biopesticides for stem borers."
4.4,73,45,37,Groundnut,"**Soil Deficiency**: pH is 4.4 (optimal 6.0-7.0, too acidic), N is 73 (optimal 60-80, adequate), P is 45 (optimal 20-40, high), K is 37 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy soil, suitable for Groundnut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Inoculate with Rhizobium; rotate with Paddy."
4.8,86,49,53,Coconut,"**Soil Deficiency**: pH is 4.8 (optimal 5.5-7.5, too acidic), N is 86 (optimal 80-100, adequate), P is 49 (optimal 40-60, adequate), K is 53 (optimal 35-50, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
5.6,81,29,53,Cardamom,"**Soil Deficiency**: pH is 5.6 (optimal 5.5-6.5, suitable), N is 81 (optimal 70-90, adequate), P is 29 (optimal 25-45, adequate), K is 53 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
5.9,147,43,45,Coffee,"**Soil Deficiency**: pH is 5.9 (optimal 5.0-6.5, suitable), N is 147 (optimal 100-130, high), P is 43 (optimal 20-40, high), K is 45 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; apply potash (15 kg/ha). **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
